FROM_cell_ID,TO_cell_ID,dist,From_gate,To_gate,From_Position,To_Position,mean_dist,median_dist,count_NN_radius,radius
600_1,701_1,56.6,Tumor cells,Helper T cells,1,1,186.8,168.2,48,300
601_1,500_1,8.4,Tumor cells,Helper T cells,1,1,151.15,143,49,300
609_1,765_1,13.6,Tumor cells,Helper T cells,1,1,157.42,155,49,300
61_1,293_1,29.7,Tumor cells,Helper T cells,1,1,150.77,128.4,53,300
619_1,500_1,30.4,Tumor cells,Helper T cells,1,1,145.12,125.6,50,300
62_1,197_1,48.9,Tumor cells,Helper T cells,1,1,205.99,178.8,42,300
620_1,500_1,23.6,Tumor cells,Helper T cells,1,1,165.17,164.2,49,300
623_1,537_1,51,Tumor cells,Helper T cells,1,1,283.44,276.4,32,300
625_1,274_1,52.3,Tumor cells,Helper T cells,1,1,255.44,246.2,39,300
627_1,500_1,72.6,Tumor cells,Helper T cells,1,1,205.93,191.9,48,300
631_1,701_1,31.8,Tumor cells,Helper T cells,1,1,170.04,146.3,49,300
634_1,537_1,58,Tumor cells,Helper T cells,1,1,289.63,283.2,30,300
642_1,197_1,65.3,Tumor cells,Helper T cells,1,1,219.97,195.1,40,300
649_1,127_1,58.5,Tumor cells,Helper T cells,1,1,285.61,277.5,31,300
653_1,701_1,60.9,Tumor cells,Helper T cells,1,1,213.95,199.8,48,300
658_1,127_1,53.1,Tumor cells,Helper T cells,1,1,286.39,279.1,31,300
665_1,701_1,45,Tumor cells,Helper T cells,1,1,184.32,163.7,48,300
666_1,701_1,50.1,Tumor cells,Helper T cells,1,1,180.76,160.1,48,300
675_1,500_1,62,Tumor cells,Helper T cells,1,1,197.59,185.3,48,300
680_1,526_1,37.8,Tumor cells,Helper T cells,1,1,233.16,232.3,40,300
683_1,701_1,12.2,Tumor cells,Helper T cells,1,1,169.3,157,49,300
694_1,701_1,50.6,Tumor cells,Helper T cells,1,1,187.37,168,48,300
697_1,500_1,16.9,Tumor cells,Helper T cells,1,1,163.24,157.2,49,300
700_1,538_1,21.5,Tumor cells,Helper T cells,1,1,162.99,133.3,54,300
707_1,127_1,60,Tumor cells,Helper T cells,1,1,278.94,270.2,32,300
710_1,537_1,38.6,Tumor cells,Helper T cells,1,1,273.78,264.7,34,300
721_1,500_1,29.7,Tumor cells,Helper T cells,1,1,144.17,124.7,51,300
723_1,765_1,18.7,Tumor cells,Helper T cells,1,1,160.53,159.8,49,300
725_1,537_1,45.8,Tumor cells,Helper T cells,1,1,279.97,271.8,32,300
731_1,701_1,26.2,Tumor cells,Helper T cells,1,1,176.06,154.6,49,300
741_1,701_1,48.8,Tumor cells,Helper T cells,1,1,201.2,181.4,48,300
746_1,500_1,66.6,Tumor cells,Helper T cells,1,1,201.45,189.9,48,300
747_1,500_1,33.1,Tumor cells,Helper T cells,1,1,135.99,112,51,300
754_1,526_1,83.2,Tumor cells,Helper T cells,1,1,236.7,234,41,300
755_1,38_1,48.5,Tumor cells,Helper T cells,1,1,156.67,133.7,52,300
756_1,526_1,68.2,Tumor cells,Helper T cells,1,1,236.52,236.1,41,300
758_1,326_1,17.5,Tumor cells,Helper T cells,1,1,165.5,167.7,49,300
759_1,537_1,40.5,Tumor cells,Helper T cells,1,1,275.83,266.4,33,300
761_1,701_1,48.6,Tumor cells,Helper T cells,1,1,185.11,165.1,48,300
762_1,500_1,77.2,Tumor cells,Helper T cells,1,1,209.47,193.1,47,300
767_1,537_1,18.2,Tumor cells,Helper T cells,1,1,254.8,244.2,37,300
775_1,550_1,35.2,Tumor cells,Helper T cells,1,1,134.4,115.8,51,300
776_1,500_1,21.7,Tumor cells,Helper T cells,1,1,163.13,162.9,49,300
779_1,537_1,61.1,Tumor cells,Helper T cells,1,1,293.84,286.9,30,300
791_1,537_1,48.6,Tumor cells,Helper T cells,1,1,282.29,274.5,32,300
792_1,537_1,28.2,Tumor cells,Helper T cells,1,1,264.35,253.6,36,300
797_1,701_1,47.6,Tumor cells,Helper T cells,1,1,200.32,180.3,48,300
801_1,500_1,47.6,Tumor cells,Helper T cells,1,1,183.26,167.1,48,300
813_1,535_1,34,Tumor cells,Helper T cells,1,1,165.17,136.4,49,300
825_1,701_1,19.5,Tumor cells,Helper T cells,1,1,166.54,149.2,49,300
829_1,765_1,18,Tumor cells,Helper T cells,1,1,158.57,156.2,49,300
833_1,537_1,37.2,Tumor cells,Helper T cells,1,1,272.64,262.2,34,300
846_1,127_1,55.5,Tumor cells,Helper T cells,1,1,271.94,263.4,34,300
848_1,500_1,25.1,Tumor cells,Helper T cells,1,1,168.9,159.5,48,300
854_1,326_1,19.7,Tumor cells,Helper T cells,1,1,180.07,169.8,48,300
86_1,701_1,69,Tumor cells,Helper T cells,1,1,220.83,207.8,48,300
867_1,274_1,67.5,Tumor cells,Helper T cells,1,1,273.17,257.9,36,300
876_1,765_1,23.9,Tumor cells,Helper T cells,1,1,163.41,163.9,49,300
881_1,537_1,53,Tumor cells,Helper T cells,1,1,285.52,278.5,32,300
102_1,107_1,36.9,Tumor cells,Leukocytes,1,1,172.04,168.05,155,300
165_1,9_1,42.4,Tumor cells,Leukocytes,1,1,354.28,341.5,54,300
183_1,643_1,22.7,Tumor cells,Leukocytes,1,1,213.52,191,133,300
184_1,828_1,15.7,Tumor cells,Leukocytes,1,1,294.35,280.7,95,300
193_1,515_1,24.5,Tumor cells,Leukocytes,1,1,186.65,154.1,135,300
222_1,81_1,37.2,Tumor cells,Leukocytes,1,1,237.1,224.9,119,300
226_1,701_1,13.3,Tumor cells,Leukocytes,1,1,171.45,151.85,138,300
230_1,744_1,3.2,Tumor cells,Leukocytes,1,1,190.41,175.4,138,300
237_1,471_1,33.3,Tumor cells,Leukocytes,1,1,193.45,159.5,133,300
243_1,828_1,37.2,Tumor cells,Leukocytes,1,1,309.21,294.35,88,300
256_1,828_1,31.8,Tumor cells,Leukocytes,1,1,293.44,275.75,96,300
263_1,752_1,26.4,Tumor cells,Leukocytes,1,1,210.37,187.95,133,300
272_1,828_1,23.6,Tumor cells,Leukocytes,1,1,279.81,261.7,101,300
280_1,110_1,22.8,Tumor cells,Leukocytes,1,1,176.61,150.25,141,300
281_1,744_1,14.5,Tumor cells,Leukocytes,1,1,194.24,181.2,138,300
282_1,828_1,5.8,Tumor cells,Leukocytes,1,1,278.41,263.2,102,300
287_1,643_1,13,Tumor cells,Leukocytes,1,1,203.77,184.1,134,300
290_1,585_1,30,Tumor cells,Leukocytes,1,1,170.49,150.7,145,300
294_1,752_1,47.1,Tumor cells,Leukocytes,1,1,225.6,201.3,125,300
297_1,752_1,49.3,Tumor cells,Leukocytes,1,1,226.33,210.1,123,300
298_1,235_1,13.3,Tumor cells,Leukocytes,1,1,174.48,144.4,137,300
313_1,81_1,50.4,Tumor cells,Leukocytes,1,1,259.13,250.1,114,300
315_1,752_1,31.8,Tumor cells,Leukocytes,1,1,212.91,193.15,132,300
320_1,235_1,24.4,Tumor cells,Leukocytes,1,1,167.79,142.05,138,300
323_1,744_1,27,Tumor cells,Leukocytes,1,1,184.07,163.8,140,300
332_1,676_1,30.5,Tumor cells,Leukocytes,1,1,235.9,211.45,119,300
344_1,752_1,62.4,Tumor cells,Leukocytes,1,1,238.17,220.2,121,300
348_1,462_1,34.7,Tumor cells,Leukocytes,1,1,223.2,194.9,124,300
354_1,235_1,22.4,Tumor cells,Leukocytes,1,1,165.49,135.8,138,300
357_1,485_1,12.2,Tumor cells,Leukocytes,1,1,157.53,138.1,145,300
373_1,81_1,51.4,Tumor cells,Leukocytes,1,1,245.29,233.4,119,300
374_1,81_1,46.6,Tumor cells,Leukocytes,1,1,227.46,212.95,122,300
389_1,585_1,33.2,Tumor cells,Leukocytes,1,1,177.05,152.15,145,300
390_1,676_1,38.5,Tumor cells,Leukocytes,1,1,225.4,198.5,123,300
394_1,701_1,14,Tumor cells,Leukocytes,1,1,166.63,151.05,140,300
400_1,535_1,24.4,Tumor cells,Leukocytes,1,1,189.04,172.55,140,300
404_1,828_1,40.9,Tumor cells,Leukocytes,1,1,302.02,284,92,300
406_1,370_1,20.6,Tumor cells,Leukocytes,1,1,147.23,123.9,151,300
413_1,326_1,21.4,Tumor cells,Leukocytes,1,1,188.28,161.1,135,300
422_1,744_1,11.4,Tumor cells,Leukocytes,1,1,182.67,161.95,140,300
423_1,585_1,43,Tumor cells,Leukocytes,1,1,171.71,149.6,145,300
424_1,535_1,41.7,Tumor cells,Leukocytes,1,1,175.92,150.45,144,300
435_1,81_1,55.9,Tumor cells,Leukocytes,1,1,233.49,218.65,122,300
453_1,485_1,30.1,Tumor cells,Leukocytes,1,1,154.95,133.8,145,300
456_1,92_1,42.7,Tumor cells,Leukocytes,1,1,220.32,205.75,124,300
457_1,81_1,37,Tumor cells,Leukocytes,1,1,249.91,239,117,300
460_1,462_1,44.2,Tumor cells,Leukocytes,1,1,210.4,180.2,129,300
470_1,107_1,19.2,Tumor cells,Leukocytes,1,1,169.86,163.45,153,300
477_1,752_1,37.5,Tumor cells,Leukocytes,1,1,214.83,197.65,129,300
479_1,500_1,25.8,Tumor cells,Leukocytes,1,1,166.65,137.85,138,300
484_1,471_1,25.9,Tumor cells,Leukocytes,1,1,186.91,155.9,134,300
492_1,235_1,22.9,Tumor cells,Leukocytes,1,1,173.74,148.8,137,300
495_1,326_1,47.2,Tumor cells,Leukocytes,1,1,205.66,174.05,130,300
499_1,500_1,18,Tumor cells,Leukocytes,1,1,163.58,137.5,141,300
502_1,828_1,32.9,Tumor cells,Leukocytes,1,1,301.22,285.2,92,300
504_1,828_1,6.5,Tumor cells,Leukocytes,1,1,286.33,272.1,99,300
512_1,365_1,16.1,Tumor cells,Leukocytes,1,1,151.28,128.95,149,300
518_1,828_1,16.6,Tumor cells,Leukocytes,1,1,291.69,276.75,96,300
519_1,326_1,21.5,Tumor cells,Leukocytes,1,1,196.13,162.55,131,300
524_1,744_1,34.7,Tumor cells,Leukocytes,1,1,176.7,150.8,142,300
529_1,500_1,26.6,Tumor cells,Leukocytes,1,1,180.36,147.7,136,300
531_1,765_1,5,Tumor cells,Leukocytes,1,1,172.95,154.4,138,300
533_1,81_1,60.4,Tumor cells,Leukocytes,1,1,253.55,240.4,117,300
539_1,81_1,64.4,Tumor cells,Leukocytes,1,1,242.14,225.8,119,300
546_1,500_1,11,Tumor cells,Leukocytes,1,1,174.89,148.8,137,300
570_1,326_1,18.2,Tumor cells,Leukocytes,1,1,193.17,160.35,133,300
572_1,471_1,23.3,Tumor cells,Leukocytes,1,1,183.28,150.4,134,300
573_1,500_1,30.9,Tumor cells,Leukocytes,1,1,184.56,152.4,134,300
574_1,326_1,40,Tumor cells,Leukocytes,1,1,203.31,171.3,130,300
592_1,500_1,17.9,Tumor cells,Leukocytes,1,1,176.33,149.15,137,300
594_1,365_1,14.5,Tumor cells,Leukocytes,1,1,147.69,123.25,151,300
596_1,537_1,13,Tumor cells,Leukocytes,1,1,255.29,258.2,106,300
60_1,107_1,28.2,Tumor cells,Leukocytes,1,1,174.57,169,153,300
600_1,471_1,18.8,Tumor cells,Leukocytes,1,1,192.29,159,134,300
601_1,500_1,8.4,Tumor cells,Leukocytes,1,1,169.99,149,138,300
609_1,765_1,13.6,Tumor cells,Leukocytes,1,1,177.74,155.05,137,300
61_1,107_1,22.5,Tumor cells,Leukocytes,1,1,166.65,157.5,155,300
619_1,500_1,30.4,Tumor cells,Leukocytes,1,1,160.3,134.75,144,300
62_1,752_1,33.3,Tumor cells,Leukocytes,1,1,215.04,189.5,131,300
620_1,500_1,23.6,Tumor cells,Leukocytes,1,1,183.43,159.1,136,300
623_1,391_1,34.6,Tumor cells,Leukocytes,1,1,287.55,295.15,85,300
625_1,81_1,38,Tumor cells,Leukocytes,1,1,259.02,249.7,114,300
627_1,462_1,38.2,Tumor cells,Leukocytes,1,1,213.42,181.5,129,300
631_1,235_1,18.3,Tumor cells,Leukocytes,1,1,177.42,148.1,137,300
634_1,391_1,36.8,Tumor cells,Leukocytes,1,1,293.49,301.85,80,300
642_1,752_1,48.9,Tumor cells,Leukocytes,1,1,227.47,205.5,125,300
649_1,828_1,18.5,Tumor cells,Leukocytes,1,1,286.52,270.15,98,300
653_1,643_1,28.4,Tumor cells,Leukocytes,1,1,214.61,199.7,134,300
658_1,828_1,23.8,Tumor cells,Leukocytes,1,1,286.8,269.6,98,300
665_1,471_1,25,Tumor cells,Leukocytes,1,1,189.5,154.45,134,300
666_1,471_1,14.5,Tumor cells,Leukocytes,1,1,187.09,151,134,300
675_1,462_1,49,Tumor cells,Leukocytes,1,1,206.88,175.05,130,300
680_1,526_1,37.8,Tumor cells,Leukocytes,1,1,249.94,229.55,115,300
683_1,515_1,12,Tumor cells,Leukocytes,1,1,175.96,157.75,137,300
694_1,471_1,24.5,Tumor cells,Leukocytes,1,1,192.27,158.8,134,300
697_1,500_1,16.9,Tumor cells,Leukocytes,1,1,178.36,152.15,136,300
700_1,148_1,16,Tumor cells,Leukocytes,1,1,173.56,169.8,160,300
707_1,828_1,15.5,Tumor cells,Leukocytes,1,1,280.29,263.55,101,300
710_1,537_1,38.6,Tumor cells,Leukocytes,1,1,278.78,284.45,91,300
721_1,485_1,29.1,Tumor cells,Leukocytes,1,1,159.7,136.1,145,300
723_1,765_1,18.7,Tumor cells,Leukocytes,1,1,180.44,159.85,136,300
725_1,391_1,39,Tumor cells,Leukocytes,1,1,284.57,291.1,86,300
731_1,515_1,12.5,Tumor cells,Leukocytes,1,1,181.91,154.3,137,300
741_1,643_1,8.9,Tumor cells,Leukocytes,1,1,203.2,177.05,134,300
746_1,462_1,45.6,Tumor cells,Leukocytes,1,1,210.33,179.95,129,300
747_1,485_1,14.6,Tumor cells,Leukocytes,1,1,154.5,135.5,147,300
754_1,676_1,20.5,Tumor cells,Leukocytes,1,1,243,220.65,116,300
755_1,110_1,35.2,Tumor cells,Leukocytes,1,1,173.31,148.35,144,300
756_1,676_1,14.1,Tumor cells,Leukocytes,1,1,245.45,222,115,300
758_1,326_1,17.5,Tumor cells,Leukocytes,1,1,185.42,162.5,136,300
759_1,537_1,40.5,Tumor cells,Leukocytes,1,1,281.01,286.55,89,300
761_1,471_1,22.6,Tumor cells,Leukocytes,1,1,190.37,155.9,134,300
762_1,462_1,33.3,Tumor cells,Leukocytes,1,1,216.1,185,127,300
767_1,537_1,18.2,Tumor cells,Leukocytes,1,1,260.53,264,104,300
775_1,485_1,24.4,Tumor cells,Leukocytes,1,1,152.19,131,148,300
776_1,500_1,21.7,Tumor cells,Leukocytes,1,1,181.74,157.5,136,300
779_1,391_1,43.5,Tumor cells,Leukocytes,1,1,297.92,305.85,79,300
791_1,391_1,38.2,Tumor cells,Leukocytes,1,1,286.71,293.6,85,300
792_1,537_1,28.2,Tumor cells,Leukocytes,1,1,270.12,274.15,96,300
797_1,643_1,7.8,Tumor cells,Leukocytes,1,1,202.42,176.3,134,300
801_1,471_1,29.7,Tumor cells,Leukocytes,1,1,193.12,158.45,133,300
813_1,535_1,34,Tumor cells,Leukocytes,1,1,180.3,155.05,141,300
825_1,515_1,18.7,Tumor cells,Leukocytes,1,1,173.98,152.05,137,300
829_1,765_1,18,Tumor cells,Leukocytes,1,1,177.91,157.15,137,300
833_1,537_1,37.2,Tumor cells,Leukocytes,1,1,278.25,282.95,90,300
846_1,828_1,22.6,Tumor cells,Leukocytes,1,1,273.15,254.7,104,300
848_1,500_1,25.1,Tumor cells,Leukocytes,1,1,182.87,150,135,300
854_1,326_1,19.7,Tumor cells,Leukocytes,1,1,197.91,164.95,130,300
86_1,643_1,37.3,Tumor cells,Leukocytes,1,1,220.87,207.6,132,300
867_1,81_1,60.1,Tumor cells,Leukocytes,1,1,276.13,268.6,103,300
876_1,765_1,23.9,Tumor cells,Leukocytes,1,1,182.61,160.15,136,300
881_1,391_1,36.3,Tumor cells,Leukocytes,1,1,289.62,297.2,84,300
